id,curso,eje,codigo_oa,texto_oa,habilidad_evaluada,condiciones_curriculares,contexto,model,prompt,problem,solution,answer,raw_response,parse_error
MA02-OA-17-03,2° básico,Medición,MA02 OA 17,"Identificar días, semanas, meses y fechas en el calendario.",relacionar semanas y días,"Trabajar días, semanas, meses y fechas sin requerir una imagen de calendario.",vacaciones,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 2° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar días, semanas, meses y fechas en el calendario.
Habilidad a evaluar: relacionar semanas y días.
Condiciones curriculares: Trabajar días, semanas, meses y fechas sin requerir una imagen de calendario..
Contexto: vacaciones.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}",Había 5 días de vacaciones en un mes. El primer día de vacaciones fue el 10 de marzo. ¿En qué día del mes terminaron las vacaciones?,"Para resolver este problema, primero debemos determinar en qué día del mes terminan las vacaciones. Sabemos que las vacaciones duran 5 días. Si el primer día de vacaciones es el 10 de marzo, entonces el último día de vacaciones será 5 días después. Calculamos el último día de vacaciones sumando 5 días al 10 de marzo: 10 + 5 = 15. Por lo tanto, las vacaciones terminaron el 15 de marzo.",El último día de las vacaciones fue el 15 de marzo.,"{""problem"": ""Había 5 días de vacaciones en un mes. El primer día de vacaciones fue el 10 de marzo. ¿En qué día del mes terminaron las vacaciones?"", ""solution"": ""Para resolver este problema, primero debemos determinar en qué día del mes terminan las vacaciones. Sabemos que las vacaciones duran 5 días. Si el primer día de vacaciones es el 10 de marzo, entonces el último día de vacaciones será 5 días después. Calculamos el último día de vacaciones sumando 5 días al 10 de marzo: 10 + 5 = 15. Por lo tanto, las vacaciones terminaron el 15 de marzo."", ""answer"": ""El último día de las vacaciones fue el 15 de marzo.""}",
MA02-OA-17-04,2° básico,Medición,MA02 OA 17,"Identificar días, semanas, meses y fechas en el calendario.",identificar un mes,"Trabajar días, semanas, meses y fechas sin requerir una imagen de calendario.",talleres semanales,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 2° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar días, semanas, meses y fechas en el calendario.
Habilidad a evaluar: identificar un mes.
Condiciones curriculares: Trabajar días, semanas, meses y fechas sin requerir una imagen de calendario..
Contexto: talleres semanales.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En una semana, hay 7 días. ¿Cuál es el nombre del cuarto día de la semana?",El cuarto día de la semana es el jueves.,jueves,"{""problem"": ""En una semana, hay 7 días. ¿Cuál es el nombre del cuarto día de la semana?"", ""solution"": ""El cuarto día de la semana es el jueves."", ""answer"": ""jueves""}",
MA02-OA-17-05,2° básico,Medición,MA02 OA 17,"Identificar días, semanas, meses y fechas en el calendario.",ubicar una fecha,"Trabajar días, semanas, meses y fechas sin requerir una imagen de calendario.",eventos del curso,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 2° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar días, semanas, meses y fechas en el calendario.
Habilidad a evaluar: ubicar una fecha.
Condiciones curriculares: Trabajar días, semanas, meses y fechas sin requerir una imagen de calendario..
Contexto: eventos del curso.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}",Hoy es el primer día de clase. ¿Cuál será la fecha de la siguiente semana?,La siguiente semana comenzará el 10 de marzo.,10 de marzo,"{""problem"": ""Hoy es el primer día de clase. ¿Cuál será la fecha de la siguiente semana?"", ""solution"": ""La siguiente semana comenzará el 10 de marzo."", ""answer"": ""10 de marzo""}",
MA03-OA-03-01,3° básico,Números y operaciones,MA03 OA 03,"Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.",comparar dos números,Usar números naturales hasta 1 000.,población de animales,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.
Habilidad a evaluar: comparar dos números.
Condiciones curriculares: Usar números naturales hasta 1 000..
Contexto: población de animales.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un parque de animales, hay 234 leones, 567 tigres y 321 elefantes. ¿Cuántos más tigres hay que leones y cuántos más elefantes hay que leones? Responde con números naturales hasta 1 000.","Primero, ordenamos los números: 234 leones, 321 elefantes y 567 tigres. Para encontrar cuántos más tigres hay que leones, restamos 234 de 567. 567 - 234 = 333. Para encontrar cuántos más elefantes hay que leones, restamos 234 de 321. 321 - 234 = 87.",333 tigres más que leones y 87 elefantes más que leones.,"{""problem"": ""En un parque de animales, hay 234 leones, 567 tigres y 321 elefantes. ¿Cuántos más tigres hay que leones y cuántos más elefantes hay que leones? Responde con números naturales hasta 1 000."", ""solution"": ""Primero, ordenamos los números: 234 leones, 321 elefantes y 567 tigres. Para encontrar cuántos más tigres hay que leones, restamos 234 de 567. 567 - 234 = 333. Para encontrar cuántos más elefantes hay que leones, restamos 234 de 321. 321 - 234 = 87."", ""answer"": ""333 tigres más que leones y 87 elefantes más que leones.""}",
MA03-OA-03-02,3° básico,Números y operaciones,MA03 OA 03,"Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.",ordenar varios números ascendentemente,Usar números naturales hasta 1 000.,puntajes,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.
Habilidad a evaluar: ordenar varios números ascendentemente.
Condiciones curriculares: Usar números naturales hasta 1 000..
Contexto: puntajes.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un juego de puntos, 5 estudiantes obtuvieron los siguientes puntajes: 250, 350, 100, 550, y 450. ¿En qué orden se colocarán estos puntajes en la recta numérica de menor a mayor? Puedes usar una tabla posicional para ayudarte a ordenar los números.","Primero, escribamos los números en una tabla posicional para facilitar el ordenamiento:

250
350
100
550
450

Luego, ordenamos los números de menor a mayor:

100
250
350
450
550

Por lo tanto, los puntajes ordenados son: 100, 250, 350, 450, 550.","Los puntajes ordenados de menor a mayor son: 100, 250, 350, 450, 550.","{""problem"": ""En un juego de puntos, 5 estudiantes obtuvieron los siguientes puntajes: 250, 350, 100, 550, y 450. ¿En qué orden se colocarán estos puntajes en la recta numérica de menor a mayor? Puedes usar una tabla posicional para ayudarte a ordenar los números."", ""solution"": ""Primero, escribamos los números en una tabla posicional para facilitar el ordenamiento:\n\n250\n350\n100\n550\n450\n\nLuego, ordenamos los números de menor a mayor:\n\n100\n250\n350\n450\n550\n\nPor lo tanto, los puntajes ordenados son: 100, 250, 350, 450, 550."", ""answer"": ""Los puntajes ordenados de menor a mayor son: 100, 250, 350, 450, 550.""}",
MA03-OA-03-03,3° básico,Números y operaciones,MA03 OA 03,"Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.",ordenar varios números descendentemente,Usar números naturales hasta 1 000.,colecciones,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.
Habilidad a evaluar: ordenar varios números descendentemente.
Condiciones curriculares: Usar números naturales hasta 1 000..
Contexto: colecciones.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","Tienes una colección de 5 frutas: 7 manzanas, 3 naranjas, 2 plátanos, 4 peras y 1 uva. Ordena la cantidad de cada fruta de mayor a menor. ¿Cuál es la fruta con la cantidad más baja en la colección?","Primero, ordenamos las frutas por la cantidad de cada una: 7 manzanas, 4 peras, 3 naranjas, 2 plátanos, 1 uva. La fruta con la cantidad más baja en la colección es la uva.",1,"{""problem"": ""Tienes una colección de 5 frutas: 7 manzanas, 3 naranjas, 2 plátanos, 4 peras y 1 uva. Ordena la cantidad de cada fruta de mayor a menor. ¿Cuál es la fruta con la cantidad más baja en la colección?"", ""solution"": ""Primero, ordenamos las frutas por la cantidad de cada una: 7 manzanas, 4 peras, 3 naranjas, 2 plátanos, 1 uva. La fruta con la cantidad más baja en la colección es la uva."", ""answer"": ""1""}",
MA03-OA-03-04,3° básico,Números y operaciones,MA03 OA 03,"Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.",ubicar conceptualmente un número entre otros,Usar números naturales hasta 1 000.,libros de una biblioteca,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.
Habilidad a evaluar: ubicar conceptualmente un número entre otros.
Condiciones curriculares: Usar números naturales hasta 1 000..
Contexto: libros de una biblioteca.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}",En la biblioteca de la escuela hay libros organizados en estantes. Cada estante tiene 10 libros. Hay 100 estantes en total. ¿Cuántos libros hay en la biblioteca?,"Para resolver este problema, primero calculamos la cantidad de libros en cada estante. Cada estante tiene 10 libros. Luego, multiplicamos 10 libros por el número de estantes, que es 100. Así, 10 * 100 = 1000 libros en total. Por lo tanto, hay 1000 libros en la biblioteca.",1000,"{""problem"": ""En la biblioteca de la escuela hay libros organizados en estantes. Cada estante tiene 10 libros. Hay 100 estantes en total. ¿Cuántos libros hay en la biblioteca?"", ""solution"": ""Para resolver este problema, primero calculamos la cantidad de libros en cada estante. Cada estante tiene 10 libros. Luego, multiplicamos 10 libros por el número de estantes, que es 100. Así, 10 * 100 = 1000 libros en total. Por lo tanto, hay 1000 libros en la biblioteca."", ""answer"": ""1000""}",
MA03-OA-03-05,3° básico,Números y operaciones,MA03 OA 03,"Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.",identificar mayor y menor,Usar números naturales hasta 1 000.,asistencia a eventos,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Comparar y ordenar números naturales hasta 1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.
Habilidad a evaluar: identificar mayor y menor.
Condiciones curriculares: Usar números naturales hasta 1 000..
Contexto: asistencia a eventos.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un evento de la escuela, se tienen 10 000 monedas de 1 peso cada una. Estas monedas se distribuyen en 10 cajas. ¿Cuántas monedas hay en cada caja si todas tienen la misma cantidad?","Primero, sumamos el total de monedas: 10 000. Luego, dividimos este total entre el número de cajas: 10 000 ÷ 10 = 1 000. Por lo tanto, cada caja contiene 1 000 monedas.",Cada caja contiene 1 000 monedas.,"{""problem"": ""En un evento de la escuela, se tienen 10 000 monedas de 1 peso cada una. Estas monedas se distribuyen en 10 cajas. ¿Cuántas monedas hay en cada caja si todas tienen la misma cantidad?"", ""solution"": ""Primero, sumamos el total de monedas: 10 000. Luego, dividimos este total entre el número de cajas: 10 000 ÷ 10 = 1 000. Por lo tanto, cada caja contiene 1 000 monedas."", ""answer"": ""Cada caja contiene 1 000 monedas.""}",
MA03-OA-06-01,3° básico,Números y operaciones,MA03 OA 06,"Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.",resolver una adición,"Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado.",biblioteca,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.
Habilidad a evaluar: resolver una adición.
Condiciones curriculares: Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado..
Contexto: biblioteca.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En la biblioteca hay 400 libros de ciencias, 300 libros de historia y 200 libros de arte. ¿Cuántos libros hay en total en la biblioteca? Resuelve esta adición usando el algoritmo con reserva.","Primero, sumamos los libros de ciencias y de historia: 400 + 300 = 700 libros. Luego, sumamos los libros de arte: 700 + 200 = 900 libros. Por lo tanto, en total hay 900 libros en la biblioteca.",900,"{""problem"": ""En la biblioteca hay 400 libros de ciencias, 300 libros de historia y 200 libros de arte. ¿Cuántos libros hay en total en la biblioteca? Resuelve esta adición usando el algoritmo con reserva."", ""solution"": ""Primero, sumamos los libros de ciencias y de historia: 400 + 300 = 700 libros. Luego, sumamos los libros de arte: 700 + 200 = 900 libros. Por lo tanto, en total hay 900 libros en la biblioteca."", ""answer"": ""900""}",
MA03-OA-06-02,3° básico,Números y operaciones,MA03 OA 06,"Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.",resolver una sustracción,"Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado.",entradas a un evento,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.
Habilidad a evaluar: resolver una sustracción.
Condiciones curriculares: Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado..
Contexto: entradas a un evento.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un evento escolar, 567 niños y 234 niñas se inscribieron. Sin embargo, 100 niños se retiraron antes del evento. ¿Cuántas personas asistieron finalmente al evento?","Primero, sumamos los niños y niñas que se inscribieron: 567 niños + 234 niñas = 801 personas. Luego, restamos los 100 niños que se retiraron: 801 personas - 100 niños = 701 personas. Por lo tanto, 701 personas asistieron al evento.",701,"{""problem"": ""En un evento escolar, 567 niños y 234 niñas se inscribieron. Sin embargo, 100 niños se retiraron antes del evento. ¿Cuántas personas asistieron finalmente al evento?"", ""solution"": ""Primero, sumamos los niños y niñas que se inscribieron: 567 niños + 234 niñas = 801 personas. Luego, restamos los 100 niños que se retiraron: 801 personas - 100 niños = 701 personas. Por lo tanto, 701 personas asistieron al evento."", ""answer"": ""701""}",
MA03-OA-06-03,3° básico,Números y operaciones,MA03 OA 06,"Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.",resolver una situación con dos operaciones aditivas,"Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado.",colección de cartas,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.
Habilidad a evaluar: resolver una situación con dos operaciones aditivas.
Condiciones curriculares: Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado..
Contexto: colección de cartas.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En una colección de cartas, hay 425 cartas de animales y 275 cartas de frutas. ¿Cuántas cartas hay en total si sumamos las cartas de animales y las cartas de frutas?","Para encontrar el total de cartas, primero sumamos las cartas de animales y las cartas de frutas. 425 + 275 = 700. Por lo tanto, hay 700 cartas en total.",700,"{""problem"": ""En una colección de cartas, hay 425 cartas de animales y 275 cartas de frutas. ¿Cuántas cartas hay en total si sumamos las cartas de animales y las cartas de frutas?"", ""solution"": ""Para encontrar el total de cartas, primero sumamos las cartas de animales y las cartas de frutas. 425 + 275 = 700. Por lo tanto, hay 700 cartas en total."", ""answer"": ""700""}",
MA03-OA-06-04,3° básico,Números y operaciones,MA03 OA 06,"Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.",estimar una suma o diferencia,"Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado.",animales de un refugio,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.
Habilidad a evaluar: estimar una suma o diferencia.
Condiciones curriculares: Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado..
Contexto: animales de un refugio.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un refugio de animales, hay 450 gatos y 300 perros. Luego, se adoptan 150 gatos y se agregan 200 perros. ¿Cuántos animales quedan en el refugio?","Primero, calculamos la cantidad de gatos después de la adopción: 450 - 150 = 300 gatos. Luego, calculamos la cantidad de perros después de la adopción: 300 + 200 = 500 perros. Finalmente, sumamos los gatos y los perros para obtener el total de animales: 300 + 500 = 800 animales.",800,"{""problem"": ""En un refugio de animales, hay 450 gatos y 300 perros. Luego, se adoptan 150 gatos y se agregan 200 perros. ¿Cuántos animales quedan en el refugio?"", ""solution"": ""Primero, calculamos la cantidad de gatos después de la adopción: 450 - 150 = 300 gatos. Luego, calculamos la cantidad de perros después de la adopción: 300 + 200 = 500 perros. Finalmente, sumamos los gatos y los perros para obtener el total de animales: 300 + 500 = 800 animales."", ""answer"": ""800""}",
MA03-OA-06-05,3° básico,Números y operaciones,MA03 OA 06,"Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.",resolver un problema rutinario o no rutinario de adición/sustracción,"Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado.",útiles escolares,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:
• usando estrategias personales con y sin material concreto;
• creando y resolviendo problemas de adición y sustracción que involucren operaciones combinadas, en forma concreta, pictórica y simbólica, de manera manual y/o por medio de software educativo;
• aplicando los algoritmos con y sin reserva, progresivamente, en la adición de hasta cuatro sumandos y en la sustracción de hasta un sustraendo.
Habilidad a evaluar: resolver un problema rutinario o no rutinario de adición/sustracción.
Condiciones curriculares: Usar números entre 0 y 1 000; admitir adición y sustracción, incluyendo operaciones combinadas cuando sea apropiado..
Contexto: útiles escolares.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En una clase de 3° básico, hay 245 estudiantes. Si 30 estudiantes se van a otro colegio y 50 nuevos estudiantes se unen a la clase, ¿cuántos estudiantes quedan en total?","Primero, restamos los estudiantes que se fueron: 245 - 30 = 215. Luego, sumamos los estudiantes nuevos: 215 + 50 = 265. Por lo tanto, quedan 265 estudiantes en la clase.",265,"{
  ""problem"": ""En una clase de 3° básico, hay 245 estudiantes. Si 30 estudiantes se van a otro colegio y 50 nuevos estudiantes se unen a la clase, ¿cuántos estudiantes quedan en total?"",
  ""solution"": ""Primero, restamos los estudiantes que se fueron: 245 - 30 = 215. Luego, sumamos los estudiantes nuevos: 215 + 50 = 265. Por lo tanto, quedan 265 estudiantes en la clase."",
  ""answer"": ""265""
}",
MA03-OA-07-01,3° básico,Números y operaciones,MA03 OA 07,"Demostrar que comprenden la relación entre la adición y la sustracción, usando la ""familia de operaciones"" en cálculos aritméticos y en la resolución de problemas.",usar una familia de operaciones,Trabajar la relación inversa entre adición y sustracción con números apropiados para 3° básico.,cromos,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Demostrar que comprenden la relación entre la adición y la sustracción, usando la ""familia de operaciones"" en cálculos aritméticos y en la resolución de problemas.
Habilidad a evaluar: usar una familia de operaciones.
Condiciones curriculares: Trabajar la relación inversa entre adición y sustracción con números apropiados para 3° básico..
Contexto: cromos.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un juego de cromos, María tiene 15 cromos. Su amigo Luis le da 7 cromos. ¿Cuántos cromos tiene María ahora?","Para resolver este problema, podemos usar la familia de operaciones. Primero, sumamos los cromos que María ya tenía: 15 cromos. Luego, sumamos los cromos que Luis le dio: 7 cromos. La suma total es 15 + 7 = 22 cromos. Por lo tanto, María ahora tiene 22 cromos.",22,"{""problem"": ""En un juego de cromos, María tiene 15 cromos. Su amigo Luis le da 7 cromos. ¿Cuántos cromos tiene María ahora?"", ""solution"": ""Para resolver este problema, podemos usar la familia de operaciones. Primero, sumamos los cromos que María ya tenía: 15 cromos. Luego, sumamos los cromos que Luis le dio: 7 cromos. La suma total es 15 + 7 = 22 cromos. Por lo tanto, María ahora tiene 22 cromos."", ""answer"": ""22""}",
MA03-OA-07-02,3° básico,Números y operaciones,MA03 OA 07,"Demostrar que comprenden la relación entre la adición y la sustracción, usando la ""familia de operaciones"" en cálculos aritméticos y en la resolución de problemas.",comprobar una suma con resta,Trabajar la relación inversa entre adición y sustracción con números apropiados para 3° básico.,libros,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 3° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Demostrar que comprenden la relación entre la adición y la sustracción, usando la ""familia de operaciones"" en cálculos aritméticos y en la resolución de problemas.
Habilidad a evaluar: comprobar una suma con resta.
Condiciones curriculares: Trabajar la relación inversa entre adición y sustracción con números apropiados para 3° básico..
Contexto: libros.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un libro hay 15 páginas. Si leemos 7 páginas, ¿cuántas páginas quedan por leer? ¿Cómo lo sabes? Responde con una familia de operaciones.","Primero, sumamos las páginas leídas a las páginas iniciales: 15 + 7 = 22. Luego, restamos las páginas leídas de las páginas iniciales para encontrar las páginas restantes: 15 - 7 = 8. Por lo tanto, quedan 8 páginas por leer.",8,"{""problem"": ""En un libro hay 15 páginas. Si leemos 7 páginas, ¿cuántas páginas quedan por leer? ¿Cómo lo sabes? Responde con una familia de operaciones."", ""solution"": ""Primero, sumamos las páginas leídas a las páginas iniciales: 15 + 7 = 22. Luego, restamos las páginas leídas de las páginas iniciales para encontrar las páginas restantes: 15 - 7 = 8. Por lo tanto, quedan 8 páginas por leer."", ""answer"": ""8""}",
